"User_City"|"User_State"|"User_MSA"|"User_Type"|"Request_ID"|"Request_Time"|"Form_Name"|"Drug_Name"|"MonthPart"|"territory"|"district_number"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"6HHDH6"|2013-07-23 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-07-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"6NHMN6"|2013-11-14 00:00:00|"PriorAuthorization Form #163"|"DrugX"|2013-11-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"7KPAK7"|2013-12-31 00:00:00|"PriorAuthorization Form #71"|"DrugX"|2013-12-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"7PRGP7"|2013-11-06 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-11-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"7YVNY7"|2014-01-23 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2014-01-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"8MPEM8"|2013-11-01 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-11-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"8URPU8"|2013-07-03 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-07-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"8WPPW8"|2013-08-30 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-08-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"8BEXB8"|2013-12-10 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-12-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"9DYGD9"|2014-01-07 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2014-01-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"9PAPP9"|2013-09-05 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-09-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"9ETPE9"|2014-01-02 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-01-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"9DAUD9"|2013-07-23 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-07-01 00:00:00|"1837"|"1830"
"Advance"|"NC"|"Greensboro--Winston-Salem--High Point, NC"|"Physician"|"9YJWY9"|2013-09-25 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-09-01 00:00:00|"1837"|"1830"
"Aiken"|"SC"|"Augusta-Aiken, GA-SC"|"Pharmacy"|"2GVBG2"|2013-09-10 00:00:00|"PriorAuthorization Form #67"|"DrugX"|2013-09-01 00:00:00|"1842"|"1840"
"Akron"|"NY"|"Buffalo-Niagara Falls, NY"|"Pharmacy"|"9YHBY9"|2014-02-01 00:00:00|"PriorAuthorization Form #151"|"DrugX"|2014-02-01 00:00:00|"1861"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"2NDDN2"|2013-10-14 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2013-10-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"2ACQA2"|2014-01-30 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2014-01-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"3CMVC3"|2013-11-13 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2013-11-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"4VGBV4"|2014-02-11 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2014-02-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"4ENFE4"|2013-11-15 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2013-11-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"6FAMF6"|2013-11-07 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2013-11-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"6QXNQ6"|2013-09-06 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2013-09-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"9PCCP9"|2014-02-06 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2014-02-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Pharmacy"|"AJ3QJA"|2014-03-13 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2014-03-01 00:00:00|"1862"|"1860"
"Akron"|"OH"|"Akron, OH"|"Physician"|"8FWKF8"|2013-08-13 00:00:00|"PriorAuthorization Form #142"|"DrugX"|2013-08-01 00:00:00|"1862"|"1860"
"Alabaster"|"AL"|"Birmingham, AL"|"Pharmacy"|"2NWWN2"|2013-09-18 00:00:00|"PriorAuthorization Form #150"|"DrugX"|2013-09-01 00:00:00|"1845"|"1840"
"Alabaster"|"AL"|"Birmingham, AL"|"Pharmacy"|"3KWAK3"|2013-10-15 00:00:00|"PriorAuthorization Form #150"|"DrugX"|2013-10-01 00:00:00|"1845"|"1840"
"Alabaster"|"AL"|"Birmingham, AL"|"Pharmacy"|"7BHKB7"|2013-08-26 00:00:00|"PriorAuthorization Form #150"|"DrugX"|2013-08-01 00:00:00|"1845"|"1840"
"Alabaster"|"AL"|"Birmingham, AL"|"Pharmacy"|"9WTYW9"|2013-12-17 00:00:00|"PriorAuthorization Form #150"|"DrugX"|2013-12-01 00:00:00|"1845"|"1840"
"Alabaster"|"AL"|"Birmingham, AL"|"Pharmacy"|"DJ9FJD"|2014-03-07 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2014-03-01 00:00:00|"1845"|"1840"
"Alabaster"|"AL"|"Birmingham, AL"|"Physician"|"3BWKB3"|2014-02-18 00:00:00|"PriorAuthorization Form #150"|"DrugX"|2014-02-01 00:00:00|"1845"|"1840"
"Alabaster"|"AL"|"Birmingham, AL"|"Physician"|"7QWMQ7"|2014-02-04 00:00:00|"PriorAuthorization Form #282"|"DrugX"|2014-02-01 00:00:00|"1845"|"1840"
"Alamo"|"CA"|"Oakland, CA"|"Pharmacy"|"NUPA3N"|2013-07-22 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-07-01 00:00:00|"1953"|"1950"
"Alamo"|"CA"|"Oakland, CA"|"Pharmacy"|"LJDE4L"|2013-08-14 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-08-01 00:00:00|"1953"|"1950"
"Albany"|"CA"|"Oakland, CA"|"Pharmacy"|"LGUD4L"|2013-07-31 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-07-01 00:00:00|"1953"|"1950"
"Albany"|"CA"|"Oakland, CA"|"Pharmacy"|"JHVQ6J"|2013-07-31 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-07-01 00:00:00|"1953"|"1950"
"Albany"|"OR"|"No MSA"|"Pharmacy"|"CCQA2C"|2013-11-21 00:00:00|"PriorAuthorization Form #288"|"DrugX"|2013-11-01 00:00:00|"1936"|"1930"
"Albany"|"OR"|"No MSA"|"Pharmacy"|"FBUK6F"|2013-12-30 00:00:00|"PriorAuthorization Form #62"|"DrugX"|2013-12-01 00:00:00|"1936"|"1930"
"Albany"|"OR"|"No MSA"|"Pharmacy"|"BLLG7B"|2013-12-11 00:00:00|"PriorAuthorization Form #288"|"DrugX"|2013-12-01 00:00:00|"1936"|"1930"
"Albemarle"|"NC"|"No MSA"|"Pharmacy"|"8GFQG8"|2013-10-28 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-10-01 00:00:00|"1837"|"1830"
"Albertville"|"AL"|"No MSA"|"Pharmacy"|"2PUYP2"|2013-08-11 00:00:00|"PriorAuthorization Form #86"|"DrugX"|2013-08-01 00:00:00|"1845"|"1840"
"Albertville"|"AL"|"No MSA"|"Pharmacy"|"6REXR6"|2014-01-14 00:00:00|"PriorAuthorization Form #163"|"DrugX"|2014-01-01 00:00:00|"1845"|"1840"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"GHDL2G"|2013-12-18 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"KPTN2K"|2013-09-06 00:00:00|"PriorAuthorization Form #165"|"DrugX"|2013-09-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"PPUP2P"|2013-09-12 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-09-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"GCVB2G"|2013-12-05 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"YKXF2Y"|2013-12-07 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"BYPK3B"|2013-11-29 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-11-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"VDTN3V"|2014-02-04 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2014-02-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"UPLH4U"|2013-11-21 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2013-11-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"CDMD4C"|2014-01-19 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"GFQF4G"|2014-01-08 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"EKTC4E"|2013-09-12 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-09-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"GFYX4G"|2013-12-27 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"KXDW6K"|2013-12-12 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"VFGQ6V"|2014-01-14 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"BFUC6B"|2014-02-17 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2014-02-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"QVJY7Q"|2014-01-15 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"JWKF7J"|2014-02-24 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2014-02-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"YMRM7Y"|2013-12-22 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"HYTU7H"|2013-12-09 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"UVXY7U"|2013-10-16 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-10-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"YQBH8Y"|2013-12-03 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"QFXE8Q"|2014-01-15 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"CQJJ9C"|2013-09-24 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2013-09-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"NMKL9N"|2014-01-20 00:00:00|"PriorAuthorization Form #59"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"MNKP9M"|2013-11-08 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-11-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"NUYM9N"|2013-10-04 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2013-10-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"F6H9MF"|2014-03-10 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"V9D9QV"|2014-03-31 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"Y2G2VY"|2014-03-31 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"F6U8VF"|2014-03-20 00:00:00|"PriorAuthorization Form #157"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"D3X3VD"|2014-03-21 00:00:00|"PriorAuthorization Form #264"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Albuquerque"|"NM"|"Albuquerque, NM"|"Pharmacy"|"V8C9XV"|2014-03-18 00:00:00|"PriorAuthorization Form #264"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Alcoa"|"TN"|"Knoxville, TN"|"Pharmacy"|"3AVKA3"|2014-02-06 00:00:00|"PriorAuthorization Form #30"|"DrugX"|2014-02-01 00:00:00|"1841"|"1840"
"Alcoa"|"TN"|"Knoxville, TN"|"Pharmacy"|"7EGDE7"|2014-01-14 00:00:00|"PriorAuthorization Form #30"|"DrugX"|2014-01-01 00:00:00|"1841"|"1840"
"Aldie"|"VA"|"Washington, DC-MD-VA"|"Pharmacy"|"2MAYM2"|2014-02-06 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2014-02-01 00:00:00|"1833"|"1830"
"Aledo"|"TX"|"Fort Worth, TX"|"Pharmacy"|"BJER4B"|2014-02-25 00:00:00|"PriorAuthorization Form #292"|"DrugX"|2014-02-01 00:00:00|"1924"|"1920"
"Alexandria"|"LA"|"Alexandria, LA"|"Pharmacy"|"2QGXQ2"|2013-09-03 00:00:00|"PriorAuthorization Form #15"|"DrugX"|2013-09-01 00:00:00|"1847"|"1840"
"Alexandria"|"LA"|"Alexandria, LA"|"Pharmacy"|"3DDJD3"|2013-12-13 00:00:00|"PriorAuthorization Form #15"|"DrugX"|2013-12-01 00:00:00|"1847"|"1840"
"Alexandria"|"LA"|"Alexandria, LA"|"Pharmacy"|"6THWT6"|2013-09-26 00:00:00|"PriorAuthorization Form #292"|"DrugX"|2013-09-01 00:00:00|"1847"|"1840"
"Alexandria"|"LA"|"Alexandria, LA"|"Pharmacy"|"7VJLV7"|2013-09-11 00:00:00|"PriorAuthorization Form #292"|"DrugX"|2013-09-01 00:00:00|"1847"|"1840"
"Alexandria"|"LA"|"Alexandria, LA"|"Pharmacy"|"8UTAU8"|2013-09-10 00:00:00|"PriorAuthorization Form #15"|"DrugX"|2013-09-01 00:00:00|"1847"|"1840"
"Alexandria"|"LA"|"Alexandria, LA"|"Pharmacy"|"8MQBM8"|2013-07-02 00:00:00|"PriorAuthorization Form #15"|"DrugX"|2013-07-01 00:00:00|"1847"|"1840"
"Alexandria"|"LA"|"Alexandria, LA"|"Physician"|"3RVNR3"|2014-03-17 00:00:00|"PriorAuthorization Form #15"|"DrugX"|2014-03-01 00:00:00|"1847"|"1840"
"Alexandria"|"VA"|"Washington, DC-MD-VA"|"Pharmacy"|"3QGJQ3"|2014-01-31 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-01-01 00:00:00|"1833"|"1830"
"Alexandria"|"VA"|"Washington, DC-MD-VA"|"Pharmacy"|"3QPQQ3"|2013-11-27 00:00:00|"PriorAuthorization Form #99"|"DrugX"|2013-11-01 00:00:00|"1833"|"1830"
"Alexandria"|"VA"|"Washington, DC-MD-VA"|"Pharmacy"|"4BDFB4"|2013-08-30 00:00:00|"PriorAuthorization Form #67"|"DrugX"|2013-08-01 00:00:00|"1833"|"1830"
"Alexandria"|"VA"|"Washington, DC-MD-VA"|"Pharmacy"|"6ANAA6"|2013-11-07 00:00:00|"PriorAuthorization Form #165"|"DrugX"|2013-11-01 00:00:00|"1833"|"1830"
